Performance Summary | MUTUAL FUNDS ASSOCIATION OF PAKISTAN,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,amc_clean
Sector,Category,Fund Name,Rating,Benchmark,Validity Date,NAV,YTD,MTD,1 Day,15 Days,30 Days,90 Days,180 Days,270 Days,365 Days,2 Years,3 Years,
Open-End Funds,Money Market (Annualized Return),ABL Cash Fund,AA+(f),,"Jan 16, 2026",10.8238,10.1696,10.4536,9.782,10.4536,10.3843,10.2768,10.1509,10.6389,10.7536,16.3269,20.3894,ABL Mutual Fund
Open-End Funds,Money Market (Annualized Return),ABL Money Market Plan I,AA+(f),,"Jan 16, 2026",10.5568,9.8878,9.765,8.979,9.765,9.5825,9.958,9.8047,10.403,10.4289,16.1043,,ABL Mutual Fund
Open-End Funds,Money Market (Annualized Return),AKD Cash Fund,AA+(f),,"Jan 15, 2026",54.8844,10.2079,11.0814,10.9865,11.0814,10.9245,10.7707,10.1803,10.412,10.6454,16.0975,20.1232,AKD Mutual Fund
Open-End Funds,Money Market (Annualized Return),AL Habib Cash Fund,AAA(f),,"Jan 16, 2026",107.3035,10.298,10.0399,10.293,10.0399,9.8866,10.2265,10.2958,10.6146,10.7983,16.0708,20.044,AL Habib Mutual Fund
Open-End Funds,Money Market (Annualized Return),AL Habib Money Market Fund,AAA(f),,"Jan 16, 2026",106.0798,10.2427,10.018,10.147,10.018,9.8331,10.1961,10.2449,10.5002,10.684,15.9949,20.0181,AL Habib Mutual Fund
Open-End Funds,Money Market (Annualized Return),Alfalah Cash Fund - II (Formerly: Faysal Cash Fund),AA+(f),,"Jan 15, 2026",108.0969,9.8607,10.5746,10.147,10.6288,10.7955,10.104,9.7946,10.5478,10.746,17.1279,20.526,Alfalah Mutual Fund
Open-End Funds,Money Market (Annualized Return),Alfalah GHP Cash Fund,AA+(f),Nil,"Jan 15, 2026",530.8532,9.5848,9.0416,8.7965,9.0423,9.1177,9.3886,9.5058,9.9448,10.1074,15.5928,19.8168,Alfalah GHP Mutual Fund
Open-End Funds,Money Market (Annualized Return),Alfalah GHP Money Market Fund,AA+(f),,"Jan 15, 2026",104.4416,10.05,10.0326,10.001,10.0326,10.0862,10.0679,10.0592,10.3833,10.6462,16.1085,20.2331,Alfalah GHP Mutual Fund
Open-End Funds,Money Market (Annualized Return),Alfalah Money Market Fund - II (Formerly: Faysal Money Market Fund),AA(f),,"Jan 15, 2026",108.7377,9.5317,9.6021,9.8185,9.5508,9.1883,9.2057,9.3448,10.0443,10.5989,15.6051,19.4431,Alfalah Mutual Fund
Open-End Funds,Money Market (Annualized Return),Askari Cash Fund,AA+(f),,"Jan 16, 2026",108.8446,9.1043,8.8208,8.7965,8.8208,8.4838,8.6469,8.9656,9.4704,9.7908,15.2255,19.4799,Askari Mutual Fund
Open-End Funds,Money Market (Annualized Return),Atlas Liquid Fund,AA+(f),,"Jan 16, 2026",530.3134,10.5217,10.5631,9.9645,10.5631,10.422,10.6418,10.4205,10.7083,10.8692,16.3709,20.2859,Atlas Mutual Fund
Open-End Funds,Money Market (Annualized Return),Atlas Money Market Fund,AA+(f),,"Jan 15, 2026",542.256,10.6208,10.4998,10.1835,10.4998,10.3538,10.6073,10.5592,10.801,10.9622,16.4393,20.523,Atlas Mutual Fund
Open-End Funds,Money Market (Annualized Return),HBL Cash Fund,AA+(f),,"Jan 15, 2026",108.9641,9.9634,9.6334,9.3075,9.6822,10.1166,10.0197,9.9452,10.5713,10.612,15.3012,19.556,
Open-End Funds,Money Market (Annualized Return),HBL Money Market Fund,AA+(f),,"Jan 15, 2026",108.9961,9.5973,8.8434,8.76,8.8379,9.024,9.3639,9.4472,10.1047,10.0744,15.4059,19.3322,
Open-End Funds,Money Market (Annualized Return),JS Cash Fund,AA+(f),,"Jan 16, 2026",111.1829,10.3895,9.3245,10.5485,9.3245,12.7142,10.5181,10.3861,10.5632,10.6906,16.2042,20.358,JS Mutual Fund
Open-End Funds,Money Market (Annualized Return),JS Money Market Fund,AA+(f),,"Jan 16, 2026",117.0698,10.4977,9.8088,9.9645,9.8088,9.6664,9.7321,10.4966,10.6291,10.2624,16.3144,,JS Mutual Fund
Open-End Funds,Money Market (Annualized Return),Lakson Money Market Fund,AA+(f),,"Jan 16, 2026",108.4835,10.0588,10.018,10.074,10.018,10.0205,10.104,10.0032,10.4591,10.7199,16.3617,20.5772,Lakson Mutual Fund
Open-End Funds,Money Market (Annualized Return),MCB Cash Management Optimizer,AA+(f),,"Jan 16, 2026",107.9142,9.9995,9.9426,9.636,9.9426,9.9633,10.0051,9.9501,10.3057,10.5589,16.1478,20.0944,MCB Mutual Fund
Open-End Funds,Money Market (Annualized Return),NBP Cash Plan I,,,"Jan 15, 2026",10.6227,9.7792,9.8672,9.271,9.8672,9.7905,9.7625,9.7702,10.1127,10.2876,15.9839,20.1361,NBP Mutual Fund
Open-End Funds,Money Market (Annualized Return),NBP Cash Plan II,,,"Jan 15, 2026",10,9.9784,9.9694,9.49,9.9694,10.1616,10.0521,9.9467,10.3217,10.4706,16.2246,20.2991,NBP Mutual Fund
Open-End Funds,Money Market (Annualized Return),NBP Government Securities Liquid Fund,AAA(f),,"Jan 15, 2026",10.8619,9.8315,9.6944,9.417,9.6944,9.5168,9.7694,9.7007,10.2862,10.4548,16.1767,20.4195,NBP Mutual Fund
Open-End Funds,Money Market (Annualized Return),NBP Money Market Fund,AA(f),,"Jan 15, 2026",10.585,10.0951,10.1567,9.6725,10.1567,10.0947,10.1158,10.0365,10.4325,10.5854,16.2379,20.2879,NBP Mutual Fund
Open-End Funds,Money Market (Annualized Return),NIT Money Market Fund,AAA(f),,"Jan 16, 2026",10.3209,10.4911,10.4171,10.6215,10.4171,10.4865,10.6337,10.441,10.7789,11.0304,16.7125,20.9571,NIT Mutual Fund
Open-End Funds,Money Market (Annualized Return),Pakistan Cash Management Fund,AA+(f),,"Jan 16, 2026",50.4678,9.9493,10.4731,9.7455,10.4731,9.8015,9.8952,9.9329,10.0144,10.2146,15.8779,19.8001,
Open-End Funds,Money Market (Annualized Return),UBL Cash Fund,AA+(f),,"Jan 16, 2026",105.7779,9.8524,9.9012,10.5485,9.9012,10.1811,9.8278,9.8065,10.1563,10.4515,15.9587,19.9339,UBL Mutual Fund
Open-End Funds,Money Market (Annualized Return),UBL Liquidity Fund,,,"Jan 16, 2026",103.7081,10.5079,9.9353,9.855,9.9353,10.0777,10.3222,,,,,,UBL Mutual Fund
Open-End Funds,Money Market (Annualized Return),UBL Liquidity Plus Fund,AA+(f),,"Jan 16, 2026",107.1082,10.1292,9.8939,10.877,9.8939,9.973,10.0558,10.0695,10.3026,10.5455,16.0446,20.0431,UBL Mutual Fund
Open-End Funds,Money Market (Annualized Return),UBL Money Market Fund,AA+(f),,"Jan 16, 2026",106.7143,10.0674,9.8574,9.7455,9.8574,9.9317,9.9868,10.0379,10.3061,10.6834,16.0501,19.95,UBL Mutual Fund
Open-End Funds,Income (Annualized Return),ABL Financial Sector Fund Plan I,A+(f),,"Jan 15, 2026",10.5794,10.4236,10.0691,10.366,10.0691,10.6385,10.6093,10.408,10.5563,10.9049,16.4816,,ABL Mutual Fund
Open-End Funds,Income (Annualized Return),ABL Government Securities Fund,AA-(f),,"Jan 15, 2026",10.7463,10.4566,12.9064,9.5265,12.9064,11.843,10.9492,10.4007,11.1663,11.0227,17.3521,21.4059,ABL Mutual Fund
Open-End Funds,Income (Annualized Return),ABL Income Fund,A+(f),,"Jan 15, 2026",10.7704,10.2912,13.3347,23.068,13.3347,13.5233,10.92,10.237,11.366,11.2487,17.5102,19.6945,ABL Mutual Fund
Open-End Funds,Income (Annualized Return),AL Habib Government Securities Fund,AAA(f),,"Jan 15, 2026",106.1298,10.3245,10.5461,13.7605,10.5461,10.1604,10.4471,10.2924,11.1524,11.0884,16.7073,,AL Habib Mutual Fund
Open-End Funds,Income (Annualized Return),AL Habib Income Fund,AA(f),,"Jan 15, 2026",108.0774,10.4537,11.3247,9.8185,11.3247,10.7237,10.7415,10.4741,10.7989,10.8633,16.5981,20.7135,AL Habib Mutual Fund
Open-End Funds,Income (Annualized Return),AL Habib Sovereign Income Fund Plan 1,,,"Jan 15, 2026",105.8842,10.7926,10.7724,9.8185,10.7724,10.6288,11.289,10.6304,,,,,AL Habib Mutual Fund
Open-End Funds,Income (Annualized Return),AL Habib Sovereign Income Fund Plan 2,,,"Jan 15, 2026",105.9587,10.9293,10.5242,8.6505,10.5242,10.523,10.9123,10.878,,,,,AL Habib Mutual Fund
Open-End Funds,Income (Annualized Return),AL Habib Sovereign Income Fund Plan 3,,,"Jan 15, 2026",105.9588,10.9295,9.4462,9.8915,9.4462,9.8538,10.7379,10.8782,,,,,AL Habib Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah Financial Sector Income Fund,A+(f),,"Jan 15, 2026",106.1046,10.5478,10.3003,11.242,10.3003,10.7566,10.8044,10.514,10.8235,11.202,4.8565,,Alfalah Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah Financial Sector Opportunity Fund  (Formerly: Faysal Financial Sector Opportunity Fund),A+(f),,"Jan 15, 2026",123.2257,13.8742,10.6556,10.001,10.6556,17.6709,13.0293,11.8909,13.1787,13.2444,16.1863,20.8802,Alfalah Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah GHP Income Fund,AA-(f),12,"Jan 15, 2026",120.9689,10.6574,12.0134,4.599,12.0134,12.8577,11.6257,10.7381,11.0244,11.3756,16.8024,21.6234,Alfalah GHP Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah GHP Sovereign Fund,AA-(f),,"Jan 15, 2026",114.5746,11.5938,24.1119,44.7125,24.1119,22.0107,14.5193,11.3965,13.5748,12.3674,17.7593,22.0955,Alfalah GHP Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah Government Securities Fund - II (Formerly: Faysal Government Securities Fund),AA(f),,"Jan 15, 2026",133.9997,11.3977,19.6467,44.2745,19.6467,19.1941,14.9358,11.1931,13.316,12.4666,17.1408,18.3844,Alfalah Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah Government Securities Fund Plan I,,,"Jan 15, 2026",107.5675,13.4153,31.7818,88.8775,31.7818,29.1416,18.9285,13.3132,14.9069,13.9807,,,Alfalah Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah Government Securities Fund Plan II,,,"Jan 15, 2026",105.4716,9.868,13.7946,23.1775,13.7946,14.5258,11.826,9.4446,11.874,11.7002,,,Alfalah Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah MTS Fund (Formerly: Faysal MTS Fund),AA-(f),,"Jan 15, 2026",110.1048,11.441,10.6823,10.6215,10.6823,10.4098,10.7176,11.3882,11.5886,11.5597,15.5794,20.3814,Alfalah Mutual Fund
Open-End Funds,Income (Annualized Return),Alfalah Savings Growth Fund (Formerly: Faysal Savings Growth Fund),AA-(f),,"Jan 15, 2026",111.848,13.1793,23.6593,52.4505,23.6593,22.6495,16.2855,13.04,13.8684,13.5617,20.6855,22.7776,Alfalah Mutual Fund
Open-End Funds,Income (Annualized Return),Askari Sovereign Yield Enhancer,AA-(f),,"Jan 15, 2026",109.5395,9.214,8.7697,7.957,8.7697,8.6773,9.0609,9.1702,9.8107,9.896,16.1739,20.8165,Askari Mutual Fund
Open-End Funds,Income (Annualized Return),Atlas Income Fund,AA-(f),,"Jan 15, 2026",560.7336,10.9089,11.8649,17.9945,11.8649,11.9562,11.5819,10.8267,11.103,11.358,17.0891,20.4305,Atlas Mutual Fund
Open-End Funds,Income (Annualized Return),Atlas Sovereign Fund,AA-(f),,"Jan 15, 2026",108.9779,11.2169,14.0038,23.579,14.0038,14.3323,12.6663,11.0244,11.5412,11.088,17.9279,20.8794,Atlas Mutual Fund
Open-End Funds,Income (Annualized Return),AWT Financial Sector Income Fund,A+(f),,"Jan 15, 2026",104.326,7.282,6.2975,6.7525,6.2975,6.6978,6.9395,7.2063,7.7722,8.2706,14.3938,19.694,AWT Mutual Fund
Open-End Funds,Income (Annualized Return),AWT Income Fund,A+(f),,"Jan 15, 2026",116.5621,9.7389,8.9668,2.336,8.9668,9.647,9.6689,9.6893,10.1844,10.2192,16.6662,21.1632,AWT Mutual Fund
Open-End Funds,Income (Annualized Return),HBL Financial Sector Income Fund Plan I,,,"Jan 15, 2026",107.9387,9.8511,10.568,15.7315,10.568,10.3088,10.1778,9.7402,10.7382,10.8027,16.3114,20.9264,
Open-End Funds,Income (Annualized Return),HBL Financial Sector Income Fund Plan II,,,"Jan 15, 2026",100,16.4074,10.3344,10.1835,10.3344,10.4366,10.9261,11.6926,11.7284,11.5624,,,
Open-End Funds,Income (Annualized Return),HBL Government Securities Fund,AA-(f),,"Jan 15, 2026",121.9848,12.7383,19.6346,45.7345,19.6346,21.9791,16.4108,12.3853,12.9862,11.9502,18.3527,22.0657,
Open-End Funds,Income (Annualized Return),HBL Income Fund,A+(f),,"Jan 15, 2026",120.4768,11.656,17.739,34.894,17.739,17.5991,14.3027,11.6255,11.5128,10.7353,16.5429,20.8095,
Open-End Funds,Income (Annualized Return),JS Government Securities Fund,AA(f),,"Jan 15, 2026",118.9213,11.1806,19.8268,45.99,19.8268,18.6783,13.9215,11.0753,12.0751,11.4284,16.8137,20.9797,JS Mutual Fund
Open-End Funds,Income (Annualized Return),JS Income Fund,A+(f),,"Jan 15, 2026",122.8516,10.0074,12.6266,23.725,12.6266,12.0925,9.1603,10.0065,10.9127,10.6414,15.6297,18.8275,JS Mutual Fund
Open-End Funds,Income (Annualized Return),JS Microfinance Sector Fund,A(f),,"Jan 15, 2026",114.8614,11.3616,10.967,10.512,10.967,11.023,11.2035,11.3535,11.3602,11.6449,17.4191,22.4452,JS Mutual Fund
Open-End Funds,Income (Annualized Return),Lakson Income Fund,A+(f),,"Jan 15, 2026",109.1638,12.4316,17.7852,59.8965,17.7852,17.1611,14.0695,12.3269,13.8267,13.1801,18.6562,18.4503,Lakson Mutual Fund
Open-End Funds,Income (Annualized Return),MCB DCF Income Fund,AA-(f),,"Jan 15, 2026",115.5317,10.0496,12.5974,5.2925,12.5974,12.5268,10.7123,9.9353,10.9562,10.7177,15.9697,19.2829,MCB Mutual Fund
Open-End Funds,Income (Annualized Return),MCB Government Securities Plan I,AA(f),,"Jan 15, 2026",106.2891,10.8361,12.8383,11.753,12.8383,12.8395,11.7668,10.6458,11.8541,11.8317,,,MCB Mutual Fund
Open-End Funds,Income (Annualized Return),MCB Pakistan Sovereign Fund,AA-(f),,"Jan 15, 2026",58.41,11.2657,16.7778,43.8,16.7778,17.11,13.5614,11.0173,12.9236,12.2158,17.6841,20.9338,MCB Mutual Fund
Open-End Funds,Income (Annualized Return),NBP Financial Sector Income Fund,A+(f),,"Jan 15, 2026",11.2924,10.5391,10.8867,12.3005,10.8867,11.2542,10.9358,10.5349,10.8717,11.0126,16.5881,20.9666,NBP Mutual Fund
Open-End Funds,Income (Annualized Return),NBP Government Securities Plan IV,AA(f),,"Jan 15, 2026",10.6924,11.3018,16.4493,29.3825,16.4493,16.8667,13.5342,11.2304,12.0313,11.818,17.7449,,NBP Mutual Fund
Open-End Funds,Income (Annualized Return),NBP Government Securities Plan VIII,,,"Jan 15, 2026",10.454,11.544,13.1765,29.0175,13.1765,14.0927,12.509,,,,,,NBP Mutual Fund
Open-End Funds,Income (Annualized Return),NBP Government Securities Savings Fund,AA-(f),,"Jan 15, 2026",11.2021,11.7088,18.6053,36.865,18.6053,18.6138,14.3802,11.4797,12.6002,12.065,17.9681,21.851,NBP Mutual Fund
Open-End Funds,Income (Annualized Return),NBP Income Opportunity Fund,A+(f),,"Jan 15, 2026",11.8637,16.1559,12.8261,8.322,12.8261,12.045,11.2927,16.5538,17.4529,15.9998,19.9282,22.7553,NBP Mutual Fund
Open-End Funds,Income (Annualized Return),NBP Income Plan I,,,"Jan 15, 2026",10.1819,10.2536,10.585,11.826,10.585,11.0449,10.7415,10.2952,10.5563,10.6989,16.399,20.8528,NBP Mutual Fund
Open-End Funds,Income (Annualized Return),NBP Mahana Amdani Fund,AA-(f),,"Jan 15, 2026",10.8934,10.6217,10.5655,10.4025,10.5655,10.613,10.66,10.5227,10.7917,11.0558,16.3681,20.5917,NBP Mutual Fund
Open-End Funds,Income (Annualized Return),NBP Savings Fund,A+(f),,"Jan 16, 2026",10.7433,15.2786,9.9158,10.1835,9.9158,9.8295,10.0622,15.682,14.3315,13.764,18.1786,21.4683,NBP Mutual Fund
Open-End Funds,Income (Annualized Return),NIT - Government Bond Fund,AA(f),,"Jan 15, 2026",10.6411,10.3944,13.5902,24.017,13.5902,13.561,11.1329,10.1827,11.4399,11.2706,16.9169,20.859,NIT Mutual Fund
Open-End Funds,Income (Annualized Return),NIT - Income Fund,AA-(f),,"Jan 15, 2026",10.8881,10.4161,12.7142,31.8645,12.7142,12.5657,11.5539,10.3962,10.8916,10.9718,16.1607,20.3642,NIT Mutual Fund
Open-End Funds,Income (Annualized Return),NIT Social Impact Fund,A+(f),,"Jan 15, 2026",10.8679,10.629,10.9524,13.1035,10.9524,11.6301,11.1224,10.5838,10.9286,11.1687,16.4856,21.0117,NIT Mutual Fund
Open-End Funds,Income (Annualized Return),Pak Oman Income Fund,A+(f),,"Jan 15, 2026",11.3713,7.9078,7.5774,8.979,7.5774,7.4278,7.5048,7.7998,8.0243,8.3103,13.9516,19.1985,Pak Oman Mutual Fund
Open-End Funds,Income (Annualized Return),Pak Oman Micro Finance Fund,,,"Jan 15, 2026",106.4267,14.5619,10.7821,10.6945,10.7821,11.3357,11.0964,10.7369,10.8474,10.8986,,,Pak Oman Mutual Fund
Open-End Funds,Income (Annualized Return),Pakistan Income Fund,AA(f),,"Jan 15, 2026",58.2334,10.6996,12.0864,6.4605,12.0864,11.6216,10.5092,10.0221,11.5368,11.4887,17.2615,20.6579,
Open-End Funds,Income (Annualized Return),UBL Government Securities Fund,AA(f),,"Jan 15, 2026",114.1079,13.0624,22.0363,68.9485,22.0363,22.0716,16.1002,12.6446,14.6666,14.085,18.9825,22.1892,UBL Mutual Fund
Open-End Funds,Income (Annualized Return),UBL Income Opportunity Fund,AA-(f),,"Jan 15, 2026",114.976,12.1299,15.0745,14.965,15.0745,15.1098,13.1729,11.9596,12.5914,12.2387,17.6141,21.6677,UBL Mutual Fund
Open-End Funds,Equity (Absolute Return),ABL Stock Fund,,,"Jan 15, 2026",40.8134,44.1502,4.2294,(0.4852),4.2294,7.1212,11.6777,34.8624,51.6458,56.5421,183.8553,379.0084,ABL Mutual Fund
Open-End Funds,Equity (Absolute Return),AKD Opportunity Fund,,,"Jan 15, 2026",233.4706,40.3573,3.8859,0.3496,3.8859,3.8828,5.2129,24.9294,59.1316,52.8166,127.3611,148.7216,AKD Mutual Fund
Open-End Funds,Equity (Absolute Return),AL Habib Stock Fund,,,"Jan 15, 2026",191.1801,48.2147,6.6121,(0.3622),6.6121,9.1952,13.8965,34.7953,55.5265,66.3841,255.1498,474.8316,AL Habib Mutual Fund
Open-End Funds,Equity (Absolute Return),Alfalah GHP Alpha Fund,,,"Jan 15, 2026",125.38,48.9781,5.2375,(0.7206),5.2375,7.7333,14.2831,36.4755,56.6166,64.124,202.8596,403.3139,Alfalah GHP Mutual Fund
Open-End Funds,Equity (Absolute Return),Alfalah GHP Stock Fund,,,"Jan 15, 2026",216.2481,47.0325,5.0363,(0.6932),5.0363,7.5654,13.935,35.0739,50.5523,57.3193,187.9132,394.8386,Alfalah GHP Mutual Fund
Open-End Funds,Equity (Absolute Return),Alfalah Stock Fund - II (Formerly: Faysal Stock Fund),,,"Jan 15, 2026",86.5614,35.9318,5.2437,(0.5846),5.2437,7.5529,12.9897,24.5129,43.9019,51.2504,189.8365,84.4736,Alfalah Mutual Fund
Open-End Funds,Equity (Absolute Return),Atlas Stock Market Fund,,,"Jan 15, 2026","2,280.8676",42.6057,4.7231,(0.6404),4.7231,6.6374,10.9345,31.3255,51.8936,54.0781,181.8997,372.6337,Atlas Mutual Fund
Open-End Funds,Equity (Absolute Return),First Capital Mutual Fund,,,"Jan 15, 2026",18.745,39.8286,4.036,(1.0264),4.036,6.1721,8.7316,29.374,43.4786,40.8463,131.5179,244.6762,First Capital Mutual Fund
Open-End Funds,Equity (Absolute Return),Golden Arrow Stock Fund,,,"Jan 15, 2026",39.5086,35.1438,3.2251,0.0299,3.2251,3.5094,4.422,23.7366,49.4763,46.6854,140.476,224.0679,
Open-End Funds,Equity (Absolute Return),HBL Energy Fund,,,"Jan 15, 2026",35.76,33.6243,3.0925,0.3133,3.0925,5.1916,10.5751,34.3104,,26.9207,107.3436,275.4628,
Open-End Funds,Equity (Absolute Return),HBL Equity Fund,,,"Jan 15, 2026",249.4266,33.7656,(0.4168),(1.1163),(0.4168),(0.2797),4.4333,27.1081,31.8001,25.4038,141.43,275.3959,
Open-End Funds,Equity (Absolute Return),HBL Growth Fund-Class A,,,"Jan 02, 2026",53.4873,26.4867,1.7825,,4.8565,5.4165,0.1933,22.0745,25.4021,13.413,138.5167,229.628,
Open-End Funds,Equity (Absolute Return),HBL Growth Fund-Class B,,,"Jan 02, 2026",45.1119,42.8505,3.1009,,4.5484,11.9485,9.0381,37.5325,48.295,34.4644,129.103,273.0878,
Open-End Funds,Equity (Absolute Return),HBL Investment Fund-Class A,,,"Jan 06, 2026",19.3046,26.8946,1.5588,(0.5364),5.5075,3.4877,1.8841,25.9237,23.9384,18.1768,142.9199,227.099,
Open-End Funds,Equity (Absolute Return),HBL Investment Fund-Class B,,,"Jan 09, 2026",21.2357,44.3859,5.825,(0.3346),8.3919,9.52,14.7708,37.2808,47.7128,48.293,129.1697,260.9945,
Open-End Funds,Equity (Absolute Return),HBL Stock Fund,,,"Jan 15, 2026",237.7132,39.4647,2.0492,(0.6402),2.0492,2.5428,6.6768,32.5092,38.6542,36.8069,117.2196,264.6423,
Open-End Funds,Equity (Absolute Return),JS Growth Fund,,,"Jan 15, 2026",595.36,51.6918,4.8815,(0.3932),4.8815,7.1871,11.8951,40.2035,58.2694,69.1122,173.166,336.2644,JS Mutual Fund
Open-End Funds,Equity (Absolute Return),JS Large Cap Fund,,,"Jan 15, 2026",480.87,49.8551,4.8538,(0.3936),4.8538,6.7651,11.6537,37.7141,56.484,66.6409,188.641,358.5278,JS Mutual Fund
Open-End Funds,Equity (Absolute Return),Lakson Equity Fund,,,"Jan 15, 2026",357.3747,45.6339,5.2866,(0.5465),5.2866,7.3253,11.5746,35.6454,51.4296,61.6417,185.3696,352.7702,Lakson Mutual Fund
Open-End Funds,Equity (Absolute Return),MCB Pakistan Stock Market Fund,,,"Jan 15, 2026",390.1152,51.0024,7.4027,(0.2462),7.4027,9.6437,15.7209,38.0419,68.5287,76.9307,216.0543,458.4784,MCB Mutual Fund
Open-End Funds,Equity (Absolute Return),National Investment Unit Trust,,,"Jan 15, 2026",172.24,27.9073,2.6766,(0.2201),2.6766,3.2428,3.3357,19.4866,33.8885,29.6219,137.2543,242.521,National Mutual Fund
Open-End Funds,Equity (Absolute Return),NBP Financial Sector Fund,,,"Jan 15, 2026",27.5599,75.3464,10.2264,(1.0228),10.2264,14.2753,14.149,44.7253,103.6673,109.6213,279.044,599.6671,NBP Mutual Fund
Open-End Funds,Equity (Absolute Return),NBP Stock Fund,,,"Jan 15, 2026",48.1566,49.1429,5.4078,(0.1754),5.4078,7.0244,14.136,35.8468,59.5429,60.1968,190.7003,396.9128,NBP Mutual Fund
Open-End Funds,Equity (Absolute Return),UBL Financial Sector Fund,,,"Jan 15, 2026",378.8161,63.9373,9.1195,(0.8487),9.1195,13.6955,13.9334,37.4205,87.983,107.4625,227.8997,541.4187,UBL Mutual Fund
